Title,Note,URL,Tags,Comment
Primo's,,https://www.google.com/maps/place/Primo's/data=!4m2!3m1!1s0x89c25a1f09f43569:0x7cd7d5b05f8eacb2,,
Bar Room at the Beekman,,https://www.google.com/maps/place/Bar+Room+at+the+Beekman/data=!4m2!3m1!1s0x89c25b01f1254ac3:0x3948092fa5b9eeeb,,
Balloon Museum NYC - DAYDREAM,,https://www.google.com/maps/place/Balloon+Museum+NYC+-+DAYDREAM/data=!4m2!3m1!1s0x89c25b6814a5cf05:0x9366627644e45abe,,
Old Mates Pub,,https://www.google.com/maps/place/Old+Mates+Pub/data=!4m2!3m1!1s0x89c25b0043abc6d7:0xfb7fb9ee9fbc83cd,,
Laissez Faire,,https://www.google.com/maps/place/Laissez+Faire/data=!4m2!3m1!1s0x89c25b287e560fb9:0x11be876f03cbf4dc,,
Society of Illustrators,,https://www.google.com/maps/place/Society+of+Illustrators/data=!4m2!3m1!1s0x89c258ef188bf361:0x44925385bb0ff2af,,
Le Bar Penelope,,https://www.google.com/maps/place/Le+Bar+Penelope/data=!4m2!3m1!1s0x89c2590057f4fecb:0x36ae478702308d9d,,
The Standard Biergarten,,https://www.google.com/maps/place/The+Standard+Biergarten/data=!4m2!3m1!1s0x89c259c06677ef37:0x89e03792aff2ef31,,
Spring Lounge,/,https://www.google.com/maps/place/Spring+Lounge/data=!4m2!3m1!1s0x89c25988c901a457:0x5d26cdf6e52b4fc,,
Gospel,,https://www.google.com/maps/place/Gospel/data=!4m2!3m1!1s0x89c2598f6c62133b:0x50dcebd56021455c,,
BONDST,,https://www.google.com/maps/place/BONDST/data=!4m2!3m1!1s0x89c259855438bbb1:0xe34ae3f4a761f5e5,,
Jac's on Bond,/,https://www.google.com/maps/place/Jac's+on+Bond/data=!4m2!3m1!1s0x89c259d7a9615345:0x269481eb8709d6b5,,
Two Doors Down,/,https://www.google.com/maps/place/Two+Doors+Down/data=!4m2!3m1!1s0x89c259c2c5ec889f:0xb966ec664c648641,,
Maison Nur,https://www.studiomaisonnur.com,https://www.google.com/maps/place/Maison+Nur/data=!4m2!3m1!1s0x89c259deb337a13b:0xb2f408530e649947,,
PUBLIC Hotel,,https://www.google.com/maps/place/PUBLIC+Hotel/data=!4m2!3m1!1s0x89c25984338e8f61:0x9c45c71d0bc40ebc,,
Cafe Wha?,,https://www.google.com/maps/place/Cafe+Wha%3F/data=!4m2!3m1!1s0x89c259922a0f1d41:0x871f2073371fb93e,,
People’s,,https://www.google.com/maps/place/People%E2%80%99s/data=!4m2!3m1!1s0x89c259006a76d7d1:0x607a6be7c0687708,,
VIRGO New York,,https://www.google.com/maps/place/VIRGO+New+York/data=!4m2!3m1!1s0x89c25967aa6fe695:0x304b27856d050d5c,,
Nightmoves,,https://www.google.com/maps/place/Nightmoves/data=!4m2!3m1!1s0x89c259ad2d95ba95:0xc913b1fd717235f4,,
Old Flings,,https://www.google.com/maps/place/Old+Flings/data=!4m2!3m1!1s0x89c25983acebec83:0x59ca0e6a59444dc9,,
Berlin,,https://www.google.com/maps/place/Berlin/data=!4m2!3m1!1s0x89c25983ace9a389:0xf40518f51a642dd8,,
Café Lyria,,https://www.google.com/maps/place/Caf%C3%A9+Lyria/data=!4m2!3m1!1s0x89c259f56e035771:0x1a404262f72adc1f,,
St Jardim,,https://www.google.com/maps/place/St+Jardim/data=!4m2!3m1!1s0x89c25940f3ee3e41:0x2606ecf41aeec2e4,,
Cervo's,,https://www.google.com/maps/place/Cervo's/data=!4m2!3m1!1s0x89c25a29ae24f5a7:0x3aee6cc9e61230b4,,
Limusina,,https://www.google.com/maps/place/Limusina/data=!4m2!3m1!1s0x89c25902b6621ae9:0x8746eb1edd2d2edc,,
Café Mulberry,,https://www.google.com/maps/place/Caf%C3%A9+Mulberry/data=!4m2!3m1!1s0x89c2590029b0fc3b:0xb44ab51123224069,,
Drai's Supper Club New York,,https://www.google.com/maps/place/Drai's+Supper+Club+New+York/data=!4m2!3m1!1s0x89c259278a7b3129:0xca69d869bae8c2df,,
Peachy's,,https://www.google.com/maps/place/Peachy's/data=!4m2!3m1!1s0x89c25bcec241cf21:0x546ffe4b679f846f,,
Chinese Tuxedo,,https://www.google.com/maps/place/Chinese+Tuxedo/data=!4m2!3m1!1s0x89c25a26f6ae6fc9:0x621cd96c5c075b63,,
Leonetta,,https://www.google.com/maps/place/Leonetta/data=!4m2!3m1!1s0x89c2590031a521f7:0x7795c2d2d345f6a0,,
Jean's,,https://www.google.com/maps/place/Jean's/data=!4m2!3m1!1s0x89c259c3f692d34b:0x9193007689f69ac7,,
Bar Bonobo,,https://www.google.com/maps/place/Bar+Bonobo/data=!4m2!3m1!1s0x89c259f518e84313:0x35be92ba01636f37,,
Early Terrible New York City,,https://www.google.com/maps/place/Early+Terrible+New+York+City/data=!4m2!3m1!1s0x89c2595dcd868553:0xb1cff12e334e66f6,,
Lore Bathing Club,,https://www.google.com/maps/place/Lore+Bathing+Club/data=!4m2!3m1!1s0x89c2590068ed0455:0xe3f5f54f7dbfeaed,,
7 Spring,,https://www.google.com/maps/place/7+Spring/data=!4m2!3m1!1s0x89c259006186c3ef:0xfb1f6ca32c09e15f,,
Grandma Did It Better - SoHo,,https://www.google.com/maps/place/Grandma+Did+It+Better+-+SoHo/data=!4m2!3m1!1s0x89c259b3238ef2bd:0xe4bae97c3c4047f9,,
66 Greene St,,https://www.google.com/maps/place/66+Greene+St/data=!4m2!3m1!1s0x89c2598bff8a8655:0x8fa3f7271b361244,,
Eckhaus Latta,,https://www.google.com/maps/place/Eckhaus+Latta/data=!4m2!3m1!1s0x89c25bf574701bfd:0x4aa59e8a06a31dc2,,
TUMBAO,,https://www.google.com/maps/place/TUMBAO/data=!4m2!3m1!1s0x89c25b0a04bc1191:0x1fbd156370ee51f5,,
Plymouth Church,,https://www.google.com/maps/place/Plymouth+Church/data=!4m2!3m1!1s0x89c25a37a02f04e1:0x95d674db1c901acd,,
LUME Studios,,https://www.google.com/maps/place/LUME+Studios/data=!4m2!3m1!1s0x89c2598a79b33781:0xf772014e9deeee6,,
Scarr's Pizza,,https://www.google.com/maps/place/Scarr's+Pizza/data=!4m2!3m1!1s0x89c25a29b69a4a39:0xb65f303d4ac5eb82,,
Minerva's Drawing Studio,,https://www.google.com/maps/place/Minerva's+Drawing+Studio/data=!4m2!3m1!1s0x89c25987a7b13747:0x86e4b63c1c1e8b2d,,
Westbeth Artists Housing and Center for the Arts,,https://www.google.com/maps/place/Westbeth+Artists+Housing+and+Center+for+the+Arts/data=!4m2!3m1!1s0x89c259ea54c99377:0x32a8d2778a3137c5,,
Iconic Magazines - Lafayette,,https://www.google.com/maps/place/Iconic+Magazines+-+Lafayette/data=!4m2!3m1!1s0x89c259005e532e87:0x9df4a40a8b9e48d4,,
Lawton Mull Inc,,https://www.google.com/maps/place/Lawton+Mull+Inc/data=!4m2!3m1!1s0x89c258d86eedbdc9:0x9f5b9bd1bcf48405,,
The Somerset House,,https://www.google.com/maps/place/The+Somerset+House/data=!4m2!3m1!1s0x89c259192aa5c7c5:0x1fa17c7679a7d3b3,,
Sample House,,https://www.google.com/maps/place/Sample+House/data=!4m2!3m1!1s0x89c2593fcc9b65d7:0x648d7a66f74a7b95,,
Paul Rudolph Institute For Modern Architecture,,https://www.google.com/maps/place/Paul+Rudolph+Institute+For+Modern+Architecture/data=!4m2!3m1!1s0x89c258e680003e87:0x7ad3a65b66f60bb1,,
Front General Store,,https://www.google.com/maps/place/Front+General+Store/data=!4m2!3m1!1s0x89c25a339564cf3b:0x222d158c6761fcb5,,
JAMES VELORIA,,https://www.google.com/maps/place/JAMES+VELORIA/data=!4m2!3m1!1s0x89c25a2899c0a3dd:0x62fc70905802e291,,
ANCIEN,,https://www.google.com/maps/place/ANCIEN/data=!4m2!3m1!1s0x89c25b5d8fd9608b:0x80921b8a55d02fa1,,
Farmer's Daughter,,https://www.google.com/maps/place/Farmer's+Daughter/data=!4m2!3m1!1s0x89c259a5aa7313bd:0x9fec8891e9730453,,
SC103,,https://www.google.com/maps/place/SC103/data=!4m2!3m1!1s0x89c25be8fc06757b:0xce114b98a15915cf,,
Surrender Dorothy,,https://www.google.com/maps/place/Surrender+Dorothy/data=!4m2!3m1!1s0x89c2590029254de5:0x424c7727bd045ec1,,
Lara Koleji,,https://www.google.com/maps/place/Lara+Koleji/data=!4m2!3m1!1s0x89c259ad386a4b53:0xb2c055761f82b1f7,,
AFLALO,,https://www.google.com/maps/place/AFLALO/data=!4m2!3m1!1s0x89c259806e04b773:0x704341cfdd74be15,,
Shahmiri,,https://www.google.com/maps/place/Shahmiri/data=!4m2!3m1!1s0x89c25bee562cca2b:0xa3b6b7e1f22a357c,,
Outline,,https://www.google.com/maps/place/Outline/data=!4m2!3m1!1s0x89c25bffdeaf50c9:0x3e4df46bcdff5737,,
Modulightor Inc,,https://www.google.com/maps/place/Modulightor+Inc/data=!4m2!3m1!1s0x89c258e42aa8f809:0xa2274d64b71c50c3,,
The Renee and Chaim Gross Foundation,,https://www.google.com/maps/place/The+Renee+and+Chaim+Gross+Foundation/data=!4m2!3m1!1s0x89c25991c4821cbb:0x26fb52675884b881,,
Dead Letter No. 9,,https://www.google.com/maps/place/Dead+Letter+No.+9/data=!4m2!3m1!1s0x89c259b303fce25f:0x99748d24555db9a1,,
Jupiter Disco,,https://www.google.com/maps/place/Jupiter+Disco/data=!4m2!3m1!1s0x89c25ea7e6247979:0xea6a4390b37c3a3e,,
Baby's All Right,,https://www.google.com/maps/place/Baby's+All+Right/data=!4m2!3m1!1s0x89c25bdee3c329d5:0x50ecd0ad32f9d8bb,,
Market Hotel,bab,https://www.google.com/maps/place/Market+Hotel/data=!4m2!3m1!1s0x89c25c0837de4c53:0xbbaf1ec95c45885b,,
Le Bain,,https://www.google.com/maps/place/Le+Bain/data=!4m2!3m1!1s0x89c259c06677ef37:0xa4ce5b3f2e1e2aa7,,
Public Arts,,https://www.google.com/maps/place/Public+Arts/data=!4m2!3m1!1s0x89c2590dc6b97249:0x5905a55bcb5e6151,,
Outer Heaven,,https://www.google.com/maps/place/Outer+Heaven/data=!4m2!3m1!1s0x89c25969264abc61:0x2c3be2dfc512a0c9,,
Nublu,,https://www.google.com/maps/place/Nublu/data=!4m2!3m1!1s0x89c2597745d445e5:0xef5df6eaefcc9e2,,
Whitney Museum of American Art,,https://www.google.com/maps/place/Whitney+Museum+of+American+Art/data=!4m2!3m1!1s0x89c25894ea097337:0xc63f52f9d53d7889,,
Wiggle Room,,https://www.google.com/maps/place/Wiggle+Room/data=!4m2!3m1!1s0x89c259a796fa9577:0x5e02a9542df83499,,
The Ripple Room,,https://www.google.com/maps/place/The+Ripple+Room/data=!4m2!3m1!1s0x89c259004fb13eab:0x5e453c91bc0af036,,
Music For A While,,https://www.google.com/maps/place/Music+For+A+While/data=!4m2!3m1!1s0x89c259ce22f7603b:0x3d68b9f5bb985980,,
Studio 151,,https://www.google.com/maps/place/Studio+151/data=!4m2!3m1!1s0x89c2597745d445e5:0x381e02587cd2b3f1,,
Bar Orai,,https://www.google.com/maps/place/Bar+Orai/data=!4m2!3m1!1s0x89c2597fe23aed45:0x86ebb7ccf68723cb,,
929,,https://www.google.com/maps/place/929/data=!4m2!3m1!1s0x89c2591be05b9dd9:0x270fbb1ec166066c,,
NBetween,,https://www.google.com/maps/place/NBetween/data=!4m2!3m1!1s0x89c2599cbffd2137:0x2c7c961b5ba681ff,,
Watkins Glen State Park,,https://www.google.com/maps/place/Watkins+Glen+State+Park/data=!4m2!3m1!1s0x89d05f001693f04b:0x7f234172786716de,,
Stylus NYC,,https://www.google.com/maps/place/Stylus+NYC/data=!4m2!3m1!1s0x89c259006b2e3af5:0x5e08975ed3c74843,,
Unveiled New York,,https://www.google.com/maps/place/Unveiled+New+York/data=!4m2!3m1!1s0x89c259b024139d8b:0x578779960000b81,,
Casa Caribe Pizza,,https://www.google.com/maps/place/Casa+Caribe+Pizza/data=!4m2!3m1!1s0x89c25d5cc96fbb65:0x2d07a85d6a55ae6d,,
Tony's Auto Repair,,https://www.google.com/maps/place/Tony's+Auto+Repair/data=!4m2!3m1!1s0x89c25c0957102b63:0xc9377addecf14363,,
Classic Car Club Manhattan,,https://www.google.com/maps/place/Classic+Car+Club+Manhattan/data=!4m2!3m1!1s0x89c259f343030b69:0x8aab595d6cb1fc32,,
Museum of Sex,,https://www.google.com/maps/place/Museum+of+Sex/data=!4m2!3m1!1s0x89c259a642ba4d47:0xa3204d864887bb80,,
Little Shop of Soil,,https://www.google.com/maps/place/Little+Shop+of+Soil/data=!4m2!3m1!1s0x89c25da9b12008af:0xe4a8609bbb6a3ae0,,
The Chocolate Factory,,https://www.google.com/maps/place/The+Chocolate+Factory/data=!4m2!3m1!1s0x89c25f111f21aed7:0xfec14d50360962d0,,
Sunny's,,https://www.google.com/maps/place/Sunny's/data=!4m2!3m1!1s0x89c25a8f4af5c695:0x8d30779dcabbf19,,
Medusa Bar Bk,,https://www.google.com/maps/place/Medusa+Bar+Bk/data=!4m2!3m1!1s0x89c2599c1aceb9c9:0x21731e539c0b02a2,,
Pineapple Club,,https://www.google.com/maps/place/Pineapple+Club/data=!4m2!3m1!1s0x89c2594fc1580253:0x7222a1bc9eb8cef9,,
Bee's Knees & Honey Lounge,,https://www.google.com/maps/place/Bee's+Knees+%26+Honey+Lounge/data=!4m2!3m1!1s0x89c25905be7affff:0x53fda4c9d5184782,,
Suzume,,https://www.google.com/maps/place/Suzume/data=!4m2!3m1!1s0x89c259584b1c1bed:0xe6a40b82ecdc7dc8,,
56709,,https://www.google.com/maps/place/56709/data=!4m2!3m1!1s0x89c25964cf80e587:0xb6e06300702835b3,,
TERA NYC,,https://www.google.com/maps/place/TERA+NYC/data=!4m2!3m1!1s0x89c25b0018f550a7:0x558fa4e08992fe1a,,
Sake Bar Decibel,,https://www.google.com/maps/place/Sake+Bar+Decibel/data=!4m2!3m1!1s0x89c2599c6f5276fb:0xb5c170a3408fbd0d,,
Eavesdrop,,https://www.google.com/maps/place/Eavesdrop/data=!4m2!3m1!1s0x89c259fa9d09d51d:0x4589f1db20dcacf7,,
All Blues,,https://www.google.com/maps/place/All+Blues/data=!4m2!3m1!1s0x89c25b006fac1375:0xc702ebcf68785e1e,,
Tomi Jazz,,https://www.google.com/maps/place/Tomi+Jazz/data=!4m2!3m1!1s0x89c258e39ba7c455:0x54f3dcc370af689c,,
Casa Magazines,,https://www.google.com/maps/place/Casa+Magazines/data=!4m2!3m1!1s0x89c259956fbc79d3:0x29097edab47b1281,,
NO GEM,,https://www.google.com/maps/place/NO+GEM/data=!4m2!3m1!1s0x89c25b7a643187d9:0xaac3cb8801f5dff5,,
Chyelle,,https://www.google.com/maps/place/Chyelle/data=!4m2!3m1!1s0x89c25de39a2ce05d:0x604d6cf46a0c2e51,,
CIBONE O'TE,,https://www.google.com/maps/place/CIBONE+O'TE/data=!4m2!3m1!1s0x89c2596751eb1e21:0x47fa34ae20296a4e,,
Iconic Magazines,,https://www.google.com/maps/place/Iconic+Magazines/data=!4m2!3m1!1s0x89c25988ebdb920d:0xd1650091093199a7,,
Climax Books,,https://www.google.com/maps/place/Climax+Books/data=!4m2!3m1!1s0x89c259ccd0cb8577:0x417e488e439c9110,,
TAGE Gallery,,https://www.google.com/maps/place/TAGE+Gallery/data=!4m2!3m1!1s0x89c25d39c6d22897:0x202acda031f9c0e2,,
lensemble.us,,https://www.google.com/maps/place/lensemble.us/data=!4m2!3m1!1s0x89c25bce9e851311:0xc32588a9150eacb8,,
TANGERINE,,https://www.google.com/maps/place/TANGERINE/data=!4m2!3m1!1s0x89c259f0de006a5d:0xe97968eec7545e29,,
Mirth Vintage,,https://www.google.com/maps/place/Mirth+Vintage/data=!4m2!3m1!1s0x89c25945a98e474f:0xa6ea5021a347443a,,
ENDING SOON,,https://www.google.com/maps/place/ENDING+SOON/data=!4m2!3m1!1s0x89c25986409fcc41:0x806391683de44b10,,
Hommage,,https://www.google.com/maps/place/Hommage/data=!4m2!3m1!1s0x89c259c5cd977b3b:0xdc7bc7a348b05139,,
Desert Vintage,,https://www.google.com/maps/place/Desert+Vintage/data=!4m2!3m1!1s0x89c25b2f50db77c5:0xfb44fcbd9c89aa80,,
Komune,,https://www.google.com/maps/place/Komune/data=!4m2!3m1!1s0x89c259b339bb0c83:0x2105cb7ae5aa21c1,,
SORBARA’S,,https://www.google.com/maps/place/SORBARA%E2%80%99S/data=!4m2!3m1!1s0x89c2597e9072bd7b:0x7beba7f841a6da5d,,
OLD JEWELRY STORE,,https://www.google.com/maps/place/OLD+JEWELRY+STORE/data=!4m2!3m1!1s0x89c25be96e1ed675:0x6786722089abf622,,
Maimoun,,https://www.google.com/maps/place/Maimoun/data=!4m2!3m1!1s0x89c25978abb148df:0xefa37360c5dee45e,,
Tokio 7,,https://www.google.com/maps/place/Tokio+7/data=!4m2!3m1!1s0x89c2599ce97f1263:0x8f86f9029234aa46,,
Benthos,,https://www.google.com/maps/place/Benthos/data=!4m2!3m1!1s0x89c25b5bd8972fcb:0x2d10677c1bed9d4e,,
Jacqueline Sullivan Gallery,,https://www.google.com/maps/place/Jacqueline+Sullivan+Gallery/data=!4m2!3m1!1s0x89c2591d23a47bb5:0x6920e46d5dfdb7ac,,
Casa Valle,,https://www.google.com/maps/place/Casa+Valle/data=!4m2!3m1!1s0x89c2598a71909ac7:0x308b53caacd032db,,
TIWA Gallery,,https://www.google.com/maps/place/TIWA+Gallery/data=!4m2!3m1!1s0x89c2598ba2990b51:0x347668629daea1c9,,
James Rose Center for Landscape Architectural Research and Design,,https://www.google.com/maps/place/James+Rose+Center+for+Landscape+Architectural+Research+and+Design/data=!4m2!3m1!1s0x89c2e4b10545b7a5:0xf0a443b6dd944d88,,
MANITOGA / The Russel Wright Design Center,,https://www.google.com/maps/place/MANITOGA+%2F+The+Russel+Wright+Design+Center/data=!4m2!3m1!1s0x89c2cc1baad6b24d:0x8f52d83c9fe04cff,,
Gagosian Shop,,https://www.google.com/maps/place/Gagosian+Shop/data=!4m2!3m1!1s0x89c2589458f3a7a3:0x920a45d79c7cc9ae,,
Gagosian,,https://www.google.com/maps/place/Gagosian/data=!4m2!3m1!1s0x89c258945f32ec7b:0x567be985ff1560e7,,
Gagosian,,https://www.google.com/maps/place/Gagosian/data=!4m2!3m1!1s0x89c258945994e09f:0x1db7c4936f57c96d,,
Gagosian,,https://www.google.com/maps/place/Gagosian/data=!4m2!3m1!1s0x89c2589522469dc3:0x2e436ecc1258531b,,
Dia Beacon,,https://www.google.com/maps/place/Dia+Beacon/data=!4m2!3m1!1s0x89dd33d553ec0015:0x8ef011fb802a94fe,,
Dia Chelsea,,https://www.google.com/maps/place/Dia+Chelsea/data=!4m2!3m1!1s0x89c259c7f0a4a6d1:0xc40582fbcedddb47,,
Judd Foundation,,https://www.google.com/maps/place/Judd+Foundation/data=!4m2!3m1!1s0x89c2598eb9cb9901:0xbab111d772ae651b,,
RHYTHM ZERO | GREENPOINT,,https://www.google.com/maps/place/RHYTHM+ZERO+%7C+GREENPOINT/data=!4m2!3m1!1s0x89c25924d1301dfd:0xe007bdb134654609,,
RHYTHM ZERO | WEST VILLAGE,,https://www.google.com/maps/place/RHYTHM+ZERO+%7C+WEST+VILLAGE/data=!4m2!3m1!1s0x89c2590070be931d:0x4556b1e7cbad713f,,
Canyon Coffee,,https://www.google.com/maps/place/Canyon+Coffee/data=!4m2!3m1!1s0x89c25b0045b2478f:0xbcfd8bb43923ac11,,
FASAN,,https://www.google.com/maps/place/FASAN/data=!4m2!3m1!1s0x89c25b005c149975:0xcf441a7c0e129823,,
Verse,,https://www.google.com/maps/place/Verse/data=!4m2!3m1!1s0x89c25f000278e50f:0xb26905b6f0dad703,,
SEY Coffee,,https://www.google.com/maps/place/SEY+Coffee/data=!4m2!3m1!1s0x89c25c0105373fb7:0x783a86971e7d46ad,,
Maru Coffee,,https://www.google.com/maps/place/Maru+Coffee/data=!4m2!3m1!1s0x89c25900300d21cd:0xb328a0264a38784c,,
Kitaro,,https://www.google.com/maps/place/Kitaro/data=!4m2!3m1!1s0x89c25b6abe07ab25:0x1da4a8707039e9a0,,
Silence Please,,https://www.google.com/maps/place/Silence+Please/data=!4m2!3m1!1s0x89c259f1724be729:0x55e277b0b94ea0c4,,
Kettl Tea - Greenpoint,,https://www.google.com/maps/place/Kettl+Tea+-+Greenpoint/data=!4m2!3m1!1s0x89c259e1dd8c5a1d:0xa73d2d72740b45f0,,
Gem Home,,https://www.google.com/maps/place/Gem+Home/data=!4m2!3m1!1s0x89c259002fc2fa27:0xddf2485e8e1708fd,,
PARK at KIMS,,https://www.google.com/maps/place/PARK+at+KIMS/data=!4m2!3m1!1s0x89c259639237ab93:0xddef002ecbb6a00d,,
Taqueria Ramirez,,https://www.google.com/maps/place/Taqueria+Ramirez/data=!4m2!3m1!1s0x89c2598a60020f0f:0xad4c6da40d90f29b,,
Russ & Daughters Brooklyn,,https://www.google.com/maps/place/Russ+%26+Daughters+Brooklyn/data=!4m2!3m1!1s0x89c25b969742a7f5:0xbfff1f99bcde00bc,,
Russ & Daughters,,https://www.google.com/maps/place/Russ+%26+Daughters/data=!4m2!3m1!1s0x89c2591eff54bce9:0x91821a71b841c582,,
Russ & Daughters Cafe,,https://www.google.com/maps/place/Russ+%26+Daughters+Cafe/data=!4m2!3m1!1s0x89c25986daaa7ce7:0x7a4f998a3fd281a8,,
Russ & Daughters,,https://www.google.com/maps/place/Russ+%26+Daughters/data=!4m2!3m1!1s0x89c259838d0451ed:0x28bb3770b1dd464b,,
Brown Bag Sandwich Co,,https://www.google.com/maps/place/Brown+Bag+Sandwich+Co/data=!4m2!3m1!1s0x89c259e46565b80f:0x4abcdaf2d8840776,,
Brown Bag Sandwich Co,,https://www.google.com/maps/place/Brown+Bag+Sandwich+Co/data=!4m2!3m1!1s0x89c25922841d5c35:0xe44d8185e38cf1e5,,
Hamburger America,,https://www.google.com/maps/place/Hamburger+America/data=!4m2!3m1!1s0x89c259989e9ec917:0x74f027a5a0b6dcd3,,
Sushi Noz,,https://www.google.com/maps/place/Sushi+Noz/data=!4m2!3m1!1s0x89c258be35154099:0x13733f146e4856c8,,
Noz Market,,https://www.google.com/maps/place/Noz+Market/data=!4m2!3m1!1s0x89c259d21ee4b175:0xc00420119411600d,,
The Four Horsemen,,https://www.google.com/maps/place/The+Four+Horsemen/data=!4m2!3m1!1s0x89c2595f978c306d:0xc4f5e97ed7458852,,
Ha's Snack Bar,,https://www.google.com/maps/place/Ha's+Snack+Bar/data=!4m2!3m1!1s0x89c259004491e3fb:0x590b42e96cca938e,,
Mei Lai Wah,,https://www.google.com/maps/place/Mei+Lai+Wah/data=!4m2!3m1!1s0x89c25a2706a57733:0x2a57a93e7c2a324,,
Birria LES,,https://www.google.com/maps/place/Birria+LES/data=!4m2!3m1!1s0x89c25901e9d29231:0x57ef16a3a0817187,,
Birria landia,,https://www.google.com/maps/place/Birria+landia/data=!4m2!3m1!1s0x89c25b005980a14d:0x9d9c0bd42d971f2b,,
Birria-Landia,,https://www.google.com/maps/place/Birria-Landia/data=!4m2!3m1!1s0x89c2597862c1b3a7:0xd7e7c84bcac872d,,
Birria-Landia NYC,,https://www.google.com/maps/place/Birria-Landia+NYC/data=!4m2!3m1!1s0x89c259067b2bf169:0xb6b1420f7c4c6fe0,,
ACRE,,https://www.google.com/maps/place/ACRE/data=!4m2!3m1!1s0x89c2596584c3bc8b:0x59c28b1355e481c2,,
L'industrie Pizzeria - Williamsburg,,https://www.google.com/maps/place/L'industrie+Pizzeria+-+Williamsburg/data=!4m2!3m1!1s0x89c25be02249e843:0x95c3f90fbb6a4745,,
L’industrie Pizzeria - Little Italy,,https://www.google.com/maps/place/L%E2%80%99industrie+Pizzeria+-+Little+Italy/data=!4m2!3m1!1s0x89c259a8d88aad2d:0xe21d79a896e2179e,,
L’industrie Pizzeria - West Village,,https://www.google.com/maps/place/L%E2%80%99industrie+Pizzeria+-+West+Village/data=!4m2!3m1!1s0x89c2599568ac63f7:0x78fb89ff91782eb0,,
Atoboy,,https://www.google.com/maps/place/Atoboy/data=!4m2!3m1!1s0x89c259a7bd69ec67:0xcbdf16685f285b19,,
Bridges,,https://www.google.com/maps/place/Bridges/data=!4m2!3m1!1s0x89c25b5397010fe5:0x147d0e3f2b17e28e,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c2595380779ea9:0x84692ab80d8b2c20,,
Ichiran,,https://www.google.com/maps/place/Ichiran/data=!4m2!3m1!1s0x89c259af1989db01:0xfff4c602a3069de6,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c25900676cb033:0xc90eb92c90764ce3,,
Thai Villa,,https://www.google.com/maps/place/Thai+Villa/data=!4m2!3m1!1s0x89c259a3b48fdf7d:0x1b80533593b46ffa,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c259007ca79fdb:0xb31eb73f3b3cfd6a,,
Balthazar,,https://www.google.com/maps/place/Balthazar/data=!4m2!3m1!1s0x89c259892cccb7b7:0xbf8343b3f54c1b09,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c25b85f84d6d5d:0x19ed8a8d712c22d5,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c25b002a53030d:0xb7d9cd211160cb6c,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c259006b5f41ef:0x87200d2c9acee1d0,,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c25900654eae97:0x770c4e82b00c4e2b,,
"Cooper Hewitt, Smithsonian Design Museum",,"https://www.google.com/maps/place/Cooper+Hewitt,+Smithsonian+Design+Museum/data=!4m2!3m1!1s0x89c258a2492a3fb1:0x2028546238b46dfa",,
Gabriela,,https://www.google.com/maps/place/Gabriela/data=!4m2!3m1!1s0x89c2598be0ae8c15:0x9f41f868cbda831a,,
Mood Ring,,https://www.google.com/maps/place/Mood+Ring/data=!4m2!3m1!1s0x89c25c057e2393a7:0xfaded5b981d0313,,
Paragon,,https://www.google.com/maps/place/Paragon/data=!4m2!3m1!1s0x89c25ddf44c3eae1:0x8fe51ab94b6c02c5,,
Public Records,,https://www.google.com/maps/place/Public+Records/data=!4m2!3m1!1s0x89c25ba1b892bd29:0xfb7fedf54f42e4c8,,
Signal,,https://www.google.com/maps/place/Signal/data=!4m2!3m1!1s0x89c25f34cdfa5d13:0xb7f54e16b32288f3,,
Nowadays,,https://www.google.com/maps/place/Nowadays/data=!4m2!3m1!1s0x89c25c3aa3dee0fb:0x19510f7d1351751b,,
Refuge | Hi Def Dance Club,,https://www.google.com/maps/place/Refuge+%7C+Hi+Def+Dance+Club/data=!4m2!3m1!1s0x89c25f0031a51851:0xd766372b6f4eec95,,
SILO,,https://www.google.com/maps/place/SILO/data=!4m2!3m1!1s0x89c25f29fa63ca19:0xfb2085dad80049bf,,
Good Room,,https://www.google.com/maps/place/Good+Room/data=!4m2!3m1!1s0x89c25946b09ba761:0x90af8ca50b67a075,,
BASEMENT NY,,https://www.google.com/maps/place/BASEMENT+NY/data=!4m2!3m1!1s0x89c25fd988f581fb:0xeb29051a029083ca,,
H0L0,,https://www.google.com/maps/place/H0L0/data=!4m2!3m1!1s0x89c25c25366f077b:0x3d04555d34846937,,
Superior Ingredients,,https://www.google.com/maps/place/Superior+Ingredients/data=!4m2!3m1!1s0x89c25942c8d90429:0xec3bdb30203a2ba6,,
